Make,Model,Trim,Derivative,Derivative_Translated_English,Number_Of_Doors,Body_Type,Power_Train,Version_Name,Version_Name_Translated_English,Manufacturer_S_Code,Configurator_Model_Year,Built_Option_Pack,Uid,Data_Date,Conclude_Date,Version_Availability,Currency,Price,Delivery_Costs_Retail,Cost_To_Return_The_Vehicle_Retail,Total_Mandatory_Packs_Amount,Country,Research_Date,Start_Date,End_Date,Customer_Type,Monthly_Payment_Type,Product_Name,Product_Description,Monthly_Payment_Provider_Name,Monthly_Payment_Provider_Type,Interest_Rate_Apr,Interest_Rate_Nominal,Contract_Duration_Months,Yearly_Mileage_Km,Yearly_Mileage_Miles,Total_Contract_Mileage_Km,Total_Contract_Mileage_Miles,Deposit_Percentage_Of_Price,Deposit_Retail,Deposit_Base,Of_Monthly_Payments_In_Advance,Of_Monthly_Instalments,First_Monthly_Instalment_Amount_Retail,First_Monthly_Instalment_Amount_Base,Regular_Monthly_Instalment_Amount_Retail,Regular_Monthly_Instalment_Amount_Base,Additional_Fees_Retail,Additional_Fees_Base,Final_Payment_Type,Final_Payment_Percentage_Of_Price,Final_Payment_Retail,Final_Payment_Base,Data_Source,Web_Source_Url,Advertised_Price_Point_Monthly_Payment,Published_Start_Date,Published_End_Date,Oem_Web_Financial_Configurator_Source,Captive_Financial_Configurator_Source,Non_Captive_Financial_Configurator_Source,Bank_Financial_Configurator_Source,Sourced_Dealer_Quote,Jato_Internal_Source,Other_Sources,Vehicle_Price_Reference,Mandatory_Dealer_Contribution_Percentage_Of_Price,Mandatory_Dealer_Contribution_Retail,Mandatory_Dealer_Contribution_Base,Oem_Discount_Percentage_Of_Price,Oem_Discount_Retail,Oem_Discount_Base,Government_Contribution_Percentage_Of_Price,Government_Contribution_Retail,Government_Contribution_Base,Downpayment_Allowance_Percentage_Of_Price,Downpayment_Allowance_Retail,Downpayment_Allowance_Base,Captive_Rebate_Percentage_Of_Price,Captive_Rebate_Retail,Captive_Rebate_Base,Free_Supply_Amount,Residual_Value_Percentage_Of_Price,Residual_Value_Retail,Residual_Value_Base,Lease_Factor_Index,Insurance,Theft_And_Fire_Insurance,Insurance_Description,Sourced_Financed_Amount_Percentage_Of_Price,Sourced_Financed_Amount_Retail,Sourced_Financed_Amount_Base,Unique_Id,Change_Status,Updates_Column,Back_End_Data,Vehicle_Hash,Excess_Mileage_Retail,Excess_Mileage_Base,Reimbursement_Mileage_Retail,Reimbursement_Mileage_Base,Courtesy_Car,Courtesy_Car_Description,Courtesy_Car_Duration_Months,Courtesy_Car_Amount,Fuel_And_Electric_Supply,Fuel_And_Electric_Supply_Description,Supply_Duration_Months,Supply_Amount,Fuel_Quantity_L,Fuel_Quantity_Gal,Electricity_Quantity_Kw,Road_Assistance,Road_Assistance_Description,Road_Assistance_Duration_Months,Road_Assistance_Distance_Km,Road_Assistance_Distance_Miles,Road_Assistance_Amount,Flexible_Early_Cancellation_Possible,Notice_To_Terminate_The_Contract_Mths,Cost_To_Terminate_Contract_Percentage_Of_Price,Cost_To_Terminate_The_Contract_Retail,Cost_To_Terminate_The_Contract_Base,Cost_To_Terminate_The_Contract_Description,Road_Tax,Tyres,Tyres_Description,Tyres_Duration_Months,Of_Summer_Tyres,Of_Winter_Tyres,Of_All_Seasons_Tyres,Tyres_Amount,Premium_Tyres,Tyres_Storage_Service,Maintenance,Maintenance_Description,Maintenance_Duration_Months,Maintenance_Distance_Km,Maintenance_Distance_Miles,Maintenance_Amount,Repair,Repair_Description,Repair_Duration_Months,Repair_Distance_Km,Repair_Distance_Miles,Repair_Amount,Service,Service_Description,Service_Duration_Months,Service_Distance_Km,Service_Distance_Miles,Service_Amount
Volkswagen,Tiguan,Not Available,"Volkswagen Tiguan R Line 2.0 TDI 4M DSG / Navi, AHK, 360","Volkswagen Tiguan R Line 2.0 TDI 4M DSG / Navi, AHK, 360",4/5,SUV / Gelndewagen / Pickup,Diesel,"VolkswagenTiguanVolkswagen Tiguan R Line 2.0 TDI 4M DSG / Navi, AHK, 3604/5SUV / Gelndewagen / PickupDiesel","VolkswagenTiguanVolkswagen Tiguan R Line 2.0 TDI 4M DSG / Navi, AHK, 3604/5SUV / Gelndewagen / PickupDiesel",Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,32.98,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Spindler GmbH & Co. KG,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",42,9999.9720514,6213.71,34999.902179900004,21747.985,Not Available,0,Not Available,Not Available,42,Not Available,Not Available,482.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402262023&isSearchRequest=true&lst=p&od=down&pageNumber=43&ref=srp&refId=203f6355 d233 0413 d37d 237384aa6cd8&s=Car&sb=doc&searchId=203f6355 d233 0413 d37d 237384aa6cd8&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,27714.29,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Volkswagen,T Roc,Not Available,"Volkswagen T Roc R Line 2.0 TDI DSG / Navi, App, RFK, AHK","Volkswagen T Roc R Line 2.0 TDI DSG / Navi, App, RFK, AHK",4/5,SUV / Gelndewagen / Pickup,Diesel,"VolkswagenT RocVolkswagen T Roc R Line 2.0 TDI DSG / Navi, App, RFK, AHK4/5SUV / Gelndewagen / PickupDiesel","VolkswagenT RocVolkswagen T Roc R Line 2.0 TDI DSG / Navi, App, RFK, AHK4/5SUV / Gelndewagen / PickupDiesel",Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,32.48,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Spindler GmbH & Co. KG,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",48,9999.9720514,6213.71,39999.8882056,24854.84,Not Available,0,Not Available,Not Available,48,Not Available,Not Available,482.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402262022&isSearchRequest=true&lst=p&od=down&pageNumber=43&ref=srp&refId=203f6355 d233 0413 d37d 237384aa6cd8&s=Car&sb=doc&searchId=203f6355 d233 0413 d37d 237384aa6cd8&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,27294.12,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Volkswagen,Golf,Not Available,"Volkswagen Golf VIII Variant Move 2.0 TDI DSG / Navi, AHK","Volkswagen Golf VIII Variant Move 2.0 TDI DSG / Navi, AHK",4/5,Kombi,Diesel,"VolkswagenGolfVolkswagen Golf VIII Variant Move 2.0 TDI DSG / Navi, AHK4/5KombiDiesel","VolkswagenGolfVolkswagen Golf VIII Variant Move 2.0 TDI DSG / Navi, AHK4/5KombiDiesel",Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,30.48,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Spindler GmbH & Co. KG,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",48,9999.9720514,6213.71,39999.8882056,24854.84,Not Available,0,Not Available,Not Available,48,Not Available,Not Available,474.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402262010&isSearchRequest=true&lst=p&od=down&pageNumber=43&ref=srp&refId=203f6355 d233 0413 d37d 237384aa6cd8&s=Car&sb=doc&searchId=203f6355 d233 0413 d37d 237384aa6cd8&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,25613.45,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Volkswagen,Golf,Not Available,"Volkswagen Golf VIII GTI 2.0TSI DSG / Navi, BlackStyle, RFK","Volkswagen Golf VIII GTI 2.0TSI DSG / Navi, BlackStyle, RFK",4/5,Kombi,Benzin,"VolkswagenGolfVolkswagen Golf VIII GTI 2.0TSI DSG / Navi, BlackStyle, RFK4/5KombiBenzin","VolkswagenGolfVolkswagen Golf VIII GTI 2.0TSI DSG / Navi, BlackStyle, RFK4/5KombiBenzin",Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,31.98,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Autohaus Spindler Kreuzwertheim GmbH & Co. KG,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",48,9999.9720514,6213.71,39999.8882056,24854.84,Not Available,0,Not Available,Not Available,48,Not Available,Not Available,460.99,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402261989&isSearchRequest=true&lst=p&od=down&pageNumber=43&ref=srp&refId=203f6355 d233 0413 d37d 237384aa6cd8&s=Car&sb=doc&searchId=203f6355 d233 0413 d37d 237384aa6cd8&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,26873.95,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Volkswagen,Golf,Not Available,"Volkswagen Golf VIII Variant Active 2.0 TDI / Navi, Standh","Volkswagen Golf VIII Variant Active 2.0 TDI / Navi, Standh",4/5,Kombi,Diesel,"VolkswagenGolfVolkswagen Golf VIII Variant Active 2.0 TDI / Navi, Standh4/5KombiDiesel","VolkswagenGolfVolkswagen Golf VIII Variant Active 2.0 TDI / Navi, Standh4/5KombiDiesel",Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,27.98,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Autohaus Spindler Kitzingen GmbH & Co.KG,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",48,9999.9720514,6213.71,39999.8882056,24854.84,Not Available,0,Not Available,Not Available,48,Not Available,Not Available,447.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402261970&isSearchRequest=true&lst=p&od=down&pageNumber=43&ref=srp&refId=203f6355 d233 0413 d37d 237384aa6cd8&s=Car&sb=doc&searchId=203f6355 d233 0413 d37d 237384aa6cd8&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,23512.61,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Volkswagen,T Roc,Not Available,"Volkswagen T Roc R Line 2.0 TDI DSG / Navi, AHK, RFK, LED+","Volkswagen T Roc R Line 2.0 TDI DSG / Navi, AHK, RFK, LED+",4/5,SUV / Gelndewagen / Pickup,Diesel,"VolkswagenT RocVolkswagen T Roc R Line 2.0 TDI DSG / Navi, AHK, RFK, LED+4/5SUV / Gelndewagen / PickupDiesel","VolkswagenT RocVolkswagen T Roc R Line 2.0 TDI DSG / Navi, AHK, RFK, LED+4/5SUV / Gelndewagen / PickupDiesel",Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,31.49,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Autohaus Spindler Kreuzwertheim GmbH & Co. KG,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",48,9999.9720514,6213.71,39999.8882056,24854.84,Not Available,0,Not Available,Not Available,48,Not Available,Not Available,446.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402261968&isSearchRequest=true&lst=p&od=down&pageNumber=43&ref=srp&refId=203f6355 d233 0413 d37d 237384aa6cd8&s=Car&sb=doc&searchId=203f6355 d233 0413 d37d 237384aa6cd8&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,26462.18,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Volkswagen,Golf,Not Available,"Volkswagen Golf VIII Variant Move 1.5 TSI / Navi, AHK, RFK","Volkswagen Golf VIII Variant Move 1.5 TSI / Navi, AHK, RFK",4/5,Kombi,Benzin,"VolkswagenGolfVolkswagen Golf VIII Variant Move 1.5 TSI / Navi, AHK, RFK4/5KombiBenzin","VolkswagenGolfVolkswagen Golf VIII Variant Move 1.5 TSI / Navi, AHK, RFK4/5KombiBenzin",Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,27.38,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Spindler GmbH & Co. KG,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",48,9999.9720514,6213.71,39999.8882056,24854.84,Not Available,0,Not Available,Not Available,48,Not Available,Not Available,444.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402261965&isSearchRequest=true&lst=p&od=down&pageNumber=43&ref=srp&refId=203f6355 d233 0413 d37d 237384aa6cd8&s=Car&sb=doc&searchId=203f6355 d233 0413 d37d 237384aa6cd8&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,23008.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Audi,Q2,Not Available,"Audi Q2 advanced 40 TFSI Quattro S tronic / Navi, LED","Audi Q2 advanced 40 TFSI Quattro S tronic / Navi, LED",4/5,SUV / Gelndewagen / Pickup,Benzin,"AudiQ2Audi Q2 advanced 40 TFSI Quattro S tronic / Navi, LED4/5SUV / Gelndewagen / PickupBenzin","AudiQ2Audi Q2 advanced 40 TFSI Quattro S tronic / Navi, LED4/5SUV / Gelndewagen / PickupBenzin",Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,37.49,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Autohaus Spindler Kitzingen GmbH & Co.KG,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",48,9999.9720514,6213.71,39999.8882056,24854.84,Not Available,0,Not Available,Not Available,48,Not Available,Not Available,444.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402261964&isSearchRequest=true&lst=p&od=down&pageNumber=43&ref=srp&refId=203f6355 d233 0413 d37d 237384aa6cd8&s=Car&sb=doc&searchId=203f6355 d233 0413 d37d 237384aa6cd8&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,31504.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Volkswagen,Passat Variant,Not Available,"Volkswagen Passat Variant Business 1.5 TSI DSG / Navi, AHK","Volkswagen Passat Variant Business 1.5 TSI DSG / Navi, AHK",4/5,Kombi,Benzin,"VolkswagenPassat VariantVolkswagen Passat Variant Business 1.5 TSI DSG / Navi, AHK4/5KombiBenzin","VolkswagenPassat VariantVolkswagen Passat Variant Business 1.5 TSI DSG / Navi, AHK4/5KombiBenzin",Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,28.98,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Spindler GmbH & Co. KG,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",48,9999.9720514,6213.71,39999.8882056,24854.84,Not Available,0,Not Available,Not Available,48,Not Available,Not Available,439.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402261954&isSearchRequest=true&lst=p&od=down&pageNumber=43&ref=srp&refId=203f6355 d233 0413 d37d 237384aa6cd8&s=Car&sb=doc&searchId=203f6355 d233 0413 d37d 237384aa6cd8&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,24352.94,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Volkswagen,T Roc,Not Available,"Volkswagen T Roc R 2.0 TSI 4M DSG / Navi, Pano, RFK, LED","Volkswagen T Roc R 2.0 TSI 4M DSG / Navi, Pano, RFK, LED",4/5,SUV / Gelndewagen / Pickup,Benzin,"VolkswagenT RocVolkswagen T Roc R 2.0 TSI 4M DSG / Navi, Pano, RFK, LED4/5SUV / Gelndewagen / PickupBenzin","VolkswagenT RocVolkswagen T Roc R 2.0 TSI 4M DSG / Navi, Pano, RFK, LED4/5SUV / Gelndewagen / PickupBenzin",Not Available,Not Available,Not Available,Not Available,,,Not Available,EUR,34.89,,Not Available,Not Available,DE,2024-08-11,,,PRIVATE,BALLOON,Spindler GmbH & Co. KG,Not Available,Santander Carcredit,Check24 GmbH,"5,99%","5,83%",48,9999.9720514,6213.71,39999.8882056,24854.84,Not Available,0,Not Available,Not Available,48,Not Available,Not Available,437.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Market,https: suchen.mobile.de fahrzeuge/details.html?id=402261950&isSearchRequest=true&lst=p&od=down&pageNumber=43&ref=srp&refId=203f6355 d233 0413 d37d 237384aa6cd8&s=Car&sb=doc&searchId=203f6355 d233 0413 d37d 237384aa6cd8&vc=Car,Not Available,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Market,29319.33,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Check24 GmbH,Not Available,"CHECK24's car insurance comparison is the only one in Germany to have achieved more than 15 test victories, most recently in the study 'Car insurance comparison portals' (uro am Sonntag, issue 01/22).",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
